student_id,age,gender,socioeconomic_status,region,total_logins,weekly_login_count,avg_session_duration,resource_click_count,forum_posts,quiz_attempts_count,video_watch_completion_rate,daily_internet_usage_mins,edu_sites_visit_count,nonedu_sites_visit_count,peak_usage_time,tab_switch_count,total_classes,classes_attended,assignment_score_avg,quiz_score_avg,midterm_exam_score,final_exam_score,attendance_percentage,overall_performance_score,performance_label
S1960,18,Male,Medium,West,59,4,56.282331943734114,25.0,1,2,0.43,60.0,18,13,Night,9,60,56,91.0,84.6,92.6,96.6,93.33,91.88,High
S1465,18,Female,Medium,North,51,2,63.30255188938233,12.0,0,3,0.72,164.0,19,12,Night,3,60,59,94.1,98.7,87.7,97.7,98.33,94.18,High
S1729,20,Male,Medium,East,58,9,61.98122133103097,17.0,4,2,0.63,208.0,25,11,Morning,11,60,57,98.3,95.4,93.5,94.1,95.0,95.02,High
S1243,24,Female,Low,West,34,5,42.50327032191738,39.0,2,2,0.89,163.0,16,9,Afternoon,4,60,46,78.9,68.8,65.7,73.9,76.67,71.42,Medium
S0212,23,Male,High,East,11,3,48.79639648385965,66.0,5,1,0.94,217.0,19,5,Evening,1,60,42,47.0,51.9,45.6,39.4,70.0,45.28,High
S1768,17,Female,Low,East,46,6,42.38142139773844,57.0,3,3,0.88,93.0,16,10,Morning,6,60,59,86.1,89.4,91.6,91.0,98.33,89.88,High
S1121,21,Female,Medium,West,28,6,33.64608676126768,88.0,5,2,0.83,248.0,24,9,Evening,3,60,49,68.3,63.9,79.6,73.9,81.67,72.49,Medium
S0680,18,Female,Medium,East,7,2,45.324070133401364,32.0,1,2,0.73,80.0,22,9,Morning,4,60,43,51.1,34.3,47.0,57.6,71.67,48.46,Low
S1951,24,Male,Medium,North,53,6,51.2588468217693,58.0,3,3,0.38,117.0,24,13,Evening,5,60,55,97.1,91.2,92.8,89.2,91.67,92.26,High
S1839,18,Female,High,South,52,5,36.88348273668825,75.0,5,2,0.66,195.0,18,10,Evening,7,60,57,92.2,91.2,85.5,94.7,95.0,90.74,High
S0412,24,Female,Medium,East,13,5,45.72278965384289,95.0,3,2,0.79,259.0,14,8,Morning,4,60,33,44.7,46.5,57.4,57.3,55.0,52.65,Low
S1325,22,Female,Low,East,37,9,48.461469439524016,88.0,4,3,0.59,177.0,23,11,Morning,13,60,53,80.0,67.9,72.2,76.8,88.33,74.28,Medium
S0783,24,Male,Medium,South,18,4,48.23185482458206,67.0,2,3,0.73,165.0,14,8,Afternoon,8,60,39,57.6,55.6,40.0,55.4,65.0,51.26,Low
S1346,19,Male,Medium,South,30,5,51.542973934742754,42.0,0,4,0.92,86.0,20,9,Morning,1,60,49,69.4,73.8,70.3,74.9,81.67,72.2,Medium
S0875,17,Female,Medium,East,42,7,37.946716690573325,86.0,2,2,0.48,133.0,26,5,Afternoon,2,60,51,69.6,66.0,74.3,66.8,85.0,69.45,Medium
S1653,22,Male,Medium,South,56,7,55.10546426068119,37.0,3,2,0.96,256.0,23,7,Evening,6,60,59,94.9,89.0,85.8,87.6,98.33,88.8,High
S1279,19,Male,Medium,West,34,3,47.97668915312794,67.0,3,4,0.72,192.0,13,10,Afternoon,7,60,48,70.6,73.7,65.0,65.5,80.0,68.01,Medium
S0786,17,Female,Low,West,21,6,50.44220352340347,91.0,5,1,0.44,168.0,17,7,Morning,1,60,41,48.0,53.1,44.2,47.0,68.33,47.58,Low
S1819,22,Female,Medium,East,46,9,66.291239025105,25.0,3,4,0.73,222.0,20,16,Morning,11,60,59,99.1,82.1,98.3,93.4,98.33,93.75,High
S1199,21,Male,Medium,North,32,9,52.28238107305866,28.0,3,3,0.43,182.0,20,13,Night,7,60,46,65.7,66.9,79.5,67.3,76.67,70.56,Medium
S0808,23,Female,Low,East,44,5,48.49630541669627,46.0,2,4,0.88,102.0,14,7,Afternoon,8,60,48,70.2,69.1,72.2,73.5,80.0,71.57,Medium
S0713,17,Male,High,North,23,1,49.87305237044995,79.0,0,3,0.35,335.0,15,13,Afternoon,8,60,42,40.6,43.2,48.0,56.5,70.0,48.11,Low
S1991,19,Female,Low,North,55,8,31.1825046358952,18.0,7,4,0.73,195.0,22,8,Evening,8,60,56,89.1,90.8,90.7,87.0,93.33,89.29,High
S1660,19,Female,High,North,51,6,45.56367964366068,93.0,3,4,0.47,208.0,22,7,Morning,9,60,59,86.6,98.2,96.7,86.3,98.33,91.86,High
S1191,22,Female,Medium,South,39,4,63.73576393897136,38.0,3,4,0.89,170.0,16,6,Evening,5,60,51,74.3,65.5,75.6,70.1,85.0,71.67,Medium
S1226,20,Male,High,North,44,3,39.70391800430441,36.0,4,2,0.96,143.0,30,9,Morning,3,60,52,77.7,61.6,72.3,74.6,86.67,71.93,Medium
S0603,20,Male,Low,South,22,1,50.08608373233442,67.0,2,1,0.36,241.0,15,12,Morning,5,60,42,48.7,47.8,41.6,38.3,70.0,43.27,Low
S0271,22,Male,Low,West,8,9,56.16833775529955,14.0,4,3,0.73,164.0,25,9,Morning,13,60,32,51.7,43.9,32.6,39.2,53.33,40.66,Low
S1385,24,Female,High,East,34,9,59.62530382691445,35.0,5,4,0.43,220.0,25,5,Afternoon,13,60,54,66.9,65.9,68.0,68.6,90.0,67.54,Medium
S0232,20,Female,Medium,South,13,7,44.40584818727506,68.0,3,2,0.46,60.0,28,12,Night,10,60,33,50.8,57.2,35.6,43.2,55.0,45.24,Low
S0050,22,Female,Medium,North,10,8,43.406377678540935,45.0,1,4,0.79,280.0,22,6,Afternoon,11,60,35,50.9,39.2,40.2,56.5,58.33,47.03,Low
S0463,22,Male,Medium,South,9,3,44.395962708030915,31.0,1,4,0.88,133.0,11,14,Morning,2,60,32,57.1,49.8,42.1,42.4,53.33,46.73,Low
S1106,23,Female,Medium,West,44,9,49.89962309452716,48.0,4,3,0.78,192.0,16,11,Night,7,60,46,66.0,65.7,72.1,78.8,76.67,71.61,Medium
S0856,21,Male,High,North,39,3,46.38975652363284,12.0,3,4,0.74,147.0,11,9,Night,10,60,52,65.8,69.4,75.8,72.0,86.67,71.38,Medium
S0694,20,Female,Low,North,13,9,46.761898225026926,15.0,1,1,0.8,173.0,20,13,Morning,10,60,35,48.2,37.7,34.4,45.3,58.33,41.09,Low
S1552,17,Female,Medium,North,56,2,41.29140738981936,18.0,2,1,0.79,288.0,27,8,Evening,11,60,59,92.5,94.1,94.8,94.6,98.33,94.14,High
S1873,22,Male,Low,East,54,8,49.66265717310912,96.0,3,1,0.8,291.0,16,12,Morning,14,60,58,86.1,95.1,89.0,99.1,96.67,92.67,High
S0527,19,Male,Low,South,17,6,45.45491476330752,23.0,3,3,0.7,203.0,28,10,Night,9,60,34,57.5,45.2,45.4,41.5,56.67,46.61,Low
S0174,20,Male,Low,East,22,2,37.106614942803255,71.0,6,2,0.32,227.0,24,11,Afternoon,13,60,40,44.0,59.7,47.6,58.6,66.67,52.6,Low
S0721,18,Female,Low,East,24,2,50.4090851856099,49.0,3,3,0.6,200.0,19,8,Morning,4,60,35,47.8,30.9,57.8,38.8,58.33,44.72,Low
S0415,19,Female,Medium,West,191,5,58.51072892413139,78.0,6,4,0.48,201.0,26,13,Morning,11,60,31,48.1,60.0,45.5,55.2,51.67,51.83,Low
S0238,22,Male,Medium,East,16,6,41.63613054588864,34.0,4,3,0.93,173.0,19,7,Afternoon,8,60,42,52.6,56.4,31.5,44.2,70.0,44.51,Low
S1473,19,Male,High,North,47,5,53.63761520378252,48.0,4,1,0.67,100.0,19,6,Evening,11,60,58,86.4,97.7,97.7,87.7,96.67,92.44,High
S1336,21,Male,Medium,South,31,7,62.66242409671854,58.0,1,1,0.41,168.0,19,5,Evening,2,60,51,65.0,72.2,72.8,79.2,85.0,73.04,Medium
S1064,19,Male,Medium,West,41,6,50.95831864510547,59.0,4,2,0.94,90.0,21,11,Evening,7,60,53,70.8,70.4,69.7,72.5,88.33,70.9,High
S0024,24,Male,Medium,East,5,7,31.841841835724928,80.0,7,1,0.81,238.0,18,7,Evening,4,60,33,58.6,52.7,39.3,37.9,55.0,45.42,Low
S1767,19,Male,Medium,South,55,8,36.82893467114347,38.0,3,2,0.87,199.0,24,10,Evening,2,60,58,95.5,91.3,86.6,86.3,96.67,89.23,High
S0064,17,Female,Medium,West,8,5,48.2910677871013,45.0,2,4,0.8,255.0,18,6,Evening,5,60,36,40.0,44.8,33.7,57.2,60.0,44.23,Low
S0290,24,Female,Low,South,15,4,,,2,2,0.79,,16,12,Night,13,60,32,52.3,,56.6,59.6,53.33,52.6,Low
S0189,23,Female,Low,North,20,2,54.500158286696454,53.0,3,1,0.73,286.0,25,19,Afternoon,10,60,35,57.8,35.8,37.4,50.0,58.33,44.94,Low
S0702,24,Female,Medium,East,13,8,50.85299436516338,24.0,3,4,0.73,135.0,16,9,Evening,12,60,34,53.2,31.3,33.9,57.9,56.67,44.44,Low
S1815,17,Female,Low,West,59,5,48.60563001735545,56.0,7,3,0.79,182.0,31,13,Afternoon,14,60,56,85.6,84.6,90.5,95.0,93.33,89.69,High
S1138,21,Male,Medium,North,42,6,34.94287019577479,33.0,1,3,0.44,197.0,22,11,Afternoon,10,60,50,74.2,66.8,67.7,70.2,83.33,69.57,Medium
S0355,24,Female,Medium,West,20,7,28.84113212589527,11.0,2,4,0.62,60.0,20,13,Afternoon,7,60,33,42.7,31.8,44.6,40.3,55.0,40.37,High
S0417,21,Female,Low,East,19,7,44.37360422672765,94.0,1,1,0.53,211.0,18,9,Morning,14,60,31,53.9,59.3,48.0,52.1,51.67,52.67,Low
S1246,20,Male,Medium,South,43,2,39.18932699939976,92.0,6,2,0.99,173.0,20,15,Night,8,60,46,68.2,67.9,77.2,66.7,76.67,70.39,Medium
S0931,22,Male,High,East,43,5,51.989037915017654,47.0,2,4,0.84,127.0,20,6,Morning,14,60,51,77.3,71.6,76.0,72.7,85.0,74.39,Medium
S0197,18,Male,High,West,21,6,44.35922235851283,67.0,3,3,0.81,128.0,12,14,Afternoon,1,60,36,51.7,40.9,33.2,46.4,60.0,42.4,Low
S0580,18,Female,Medium,West,12,7,25.044682195482615,70.0,6,2,0.34,160.0,21,10,Morning,14,60,38,43.0,42.8,50.8,35.6,63.33,43.08,Low
S1135,23,Male,Medium,South,27,8,55.851889161343614,24.0,0,1,0.68,144.0,21,8,Night,10,60,47,66.3,62.2,72.1,73.9,78.33,69.5,Medium
S1814,24,Female,Medium,North,52,9,40.5776214138398,54.0,3,2,0.74,258.0,18,8,Afternoon,7,60,55,88.6,86.2,99.3,85.2,91.67,90.31,High
S1935,23,Male,Medium,West,56,8,66.55073866765638,66.0,5,2,0.62,176.0,24,8,Afternoon,2,60,58,85.2,92.5,86.9,86.2,96.67,87.47,High
S0434,24,Male,Low,West,13,5,43.6268903421112,30.0,2,2,0.99,250.0,23,9,Afternoon,12,60,33,49.0,43.8,50.2,49.9,55.0,48.59,Low
S0101,23,Male,Low,South,20,7,46.81062742771083,25.0,5,1,0.96,177.0,20,14,Morning,7,60,36,44.8,32.9,59.1,46.4,60.0,47.19,Low
S1655,23,Male,Medium,South,48,5,51.72387289619635,95.0,6,1,0.61,228.0,14,13,Afternoon,5,60,58,85.0,81.8,95.7,92.3,96.67,89.76,High
S0395,19,Female,Low,North,19,4,61.786746733725664,47.0,6,4,0.74,113.0,24,17,Evening,3,60,37,52.2,52.9,39.5,41.8,61.67,45.41,Low
S1939,20,Male,High,North,46,2,49.862550743850754,83.0,1,2,0.32,169.0,22,12,Night,6,60,55,91.4,97.6,99.0,91.9,91.67,95.07,High
S0221,19,Male,Medium,East,8,2,50.859042011646494,85.0,2,4,0.54,256.0,19,12,Night,10,60,42,52.4,40.1,33.4,45.0,70.0,42.02,Low
S1676,24,Female,High,West,53,2,56.55372286610386,31.0,0,3,0.62,149.0,23,14,Afternoon,13,60,59,95.7,90.8,87.9,86.9,98.33,89.74,High
S1498,20,Male,Medium,North,45,1,41.804730756442524,12.0,5,4,0.81,130.0,28,11,Afternoon,1,60,56,85.1,97.3,89.1,89.3,93.33,90.0,Medium
S1785,17,Female,Medium,North,48,3,30.69344652599074,93.0,1,1,0.44,146.0,21,2,Afternoon,4,60,56,94.7,83.5,98.5,94.4,93.33,93.51,High
S0345,19,Female,Low,North,11,8,33.488462634471304,20.0,0,2,0.88,238.0,21,12,Night,12,60,32,54.2,37.1,59.1,54.2,53.33,52.25,Low
S1028,20,Female,Medium,North,40,8,31.645347065518813,59.0,0,2,0.55,141.0,21,8,Afternoon,10,60,51,73.2,74.9,67.4,66.2,85.0,69.7,Medium
S0889,23,Male,High,West,36,4,42.49145338772305,41.0,5,4,0.72,158.0,22,5,Afternoon,1,60,53,78.2,60.5,76.7,70.9,88.33,72.02,Medium
S1351,20,Male,Low,South,31,1,52.134290260171426,98.0,2,4,0.56,148.0,10,6,Afternoon,1,60,46,69.0,60.4,76.0,73.6,76.67,70.76,Medium
S0553,21,Male,Medium,North,5,1,26.581022270421425,97.0,4,2,0.56,82.0,20,12,Night,6,60,37,53.0,49.0,36.9,36.8,61.67,42.51,Low
S0744,21,Male,Low,South,16,8,22.69531980875541,91.0,2,1,0.52,173.0,16,10,Night,14,60,43,43.7,30.9,45.1,50.7,71.67,43.66,Low
S1542,22,Female,High,South,47,9,58.247104470606544,38.0,3,1,0.92,142.0,26,12,Afternoon,7,60,56,87.1,87.0,99.1,93.2,93.33,92.51,High
S0539,21,Female,Low,East,14,5,63.688178405438535,82.0,2,1,0.87,60.0,15,8,Evening,8,60,31,40.9,39.9,49.5,54.4,51.67,47.33,Low
S0907,22,Female,Low,West,28,4,35.1062172926028,37.0,3,3,0.69,75.0,22,16,Afternoon,2,60,52,68.5,65.1,72.8,68.4,86.67,69.08,Medium
S1395,20,Female,Medium,East,29,5,44.047988844589376,40.0,4,3,0.32,60.0,16,8,Morning,7,60,49,73.1,65.9,68.3,75.4,81.67,70.91,Medium
S0116,20,Female,Medium,East,20,4,46.59462506804129,18.0,1,1,0.88,142.0,30,8,Night,14,60,34,43.4,44.5,37.8,44.0,56.67,42.12,Low
S0830,18,Female,Medium,East,41,6,43.80690688196975,69.0,2,4,0.83,263.0,18,6,Night,10,60,54,76.9,60.7,76.2,77.6,90.0,73.66,Medium
S1938,24,Female,Medium,East,45,3,,,3,2,0.79,,20,9,Night,4,60,55,86.0,,95.4,90.1,91.67,89.75,High
S0809,22,Female,Medium,West,28,8,60.68199690527486,12.0,1,4,0.84,156.0,18,17,Night,4,60,53,72.6,63.6,76.4,70.4,88.33,71.28,Low
S1311,21,Female,High,East,29,9,33.45381432462273,16.0,3,2,0.6,203.0,25,13,Night,7,60,50,71.3,69.9,72.6,71.3,83.33,71.41,Medium
S1005,24,Male,High,North,44,1,56.77570414149464,66.0,1,3,0.66,111.0,21,10,Evening,11,60,51,73.1,73.0,69.1,69.4,85.0,70.77,Medium
S0306,21,Female,Low,South,24,8,,,3,4,0.31,,21,9,Night,4,60,39,50.1,,30.5,51.5,65.0,44.7,Low
S1101,18,Male,Low,North,35,6,30.01718190675347,29.0,3,1,0.44,300.0,22,16,Night,4,60,53,69.9,71.9,71.4,76.9,88.33,72.85,Medium
S0480,20,Female,Medium,North,17,9,42.53616597485452,85.0,2,4,0.64,246.0,16,9,Afternoon,7,60,31,57.0,41.2,47.0,59.9,51.67,51.71,Medium
S1424,23,Male,Medium,South,55,6,,,2,3,0.52,,19,10,Morning,6,60,57,99.7,,90.4,89.1,95.0,92.13,High
S1076,17,Female,Medium,East,34,2,26.635111614295734,31.0,4,1,0.35,180.0,25,6,Afternoon,3,60,46,65.2,71.5,72.6,78.0,76.67,72.52,Medium
S0571,22,Male,High,South,24,5,44.08293975854874,50.0,5,1,0.44,100.0,24,5,Afternoon,7,60,40,41.2,59.9,59.4,58.6,66.67,55.62,Low
S0619,23,Male,Medium,East,20,2,38.69975020466106,92.0,3,2,0.63,261.0,27,10,Evening,7,60,34,56.0,38.5,43.0,50.0,56.67,46.8,Low
S1898,17,Male,Low,North,48,2,41.08177013678564,96.0,4,3,0.37,116.0,15,11,Night,6,60,55,98.6,80.7,88.7,98.6,91.67,92.05,High
S1266,23,Male,Medium,West,31,5,37.09668618301532,53.0,2,1,0.56,222.0,17,8,Evening,1,60,47,68.3,66.8,75.7,67.9,78.33,70.1,Medium
S0079,23,Male,Low,West,8,2,35.2463397272175,63.0,2,4,0.8,102.0,21,17,Afternoon,12,60,30,57.7,48.3,37.7,40.2,50.0,44.57,Low
S1912,18,Male,Medium,North,51,3,36.735079275714355,71.0,2,3,0.65,218.0,31,7,Morning,12,60,57,85.4,92.1,99.3,91.3,95.0,92.68,Medium
S0033,20,Male,Low,East,5,3,54.9558151400203,57.0,5,3,0.56,60.0,19,11,Afternoon,8,60,43,47.6,49.5,48.4,56.4,71.67,50.86,Low
S1538,23,Female,Medium,North,48,6,27.61808017024094,28.0,3,3,0.61,186.0,22,11,Afternoon,12,60,59,87.2,92.2,96.6,92.5,98.33,92.61,High
S1034,20,Male,Medium,South,27,3,39.07833670016621,53.0,5,4,0.31,224.0,12,9,Morning,8,60,51,78.6,70.4,71.3,65.0,85.0,70.69,Medium
S1563,20,Female,Medium,East,52,7,42.22409263634987,62.0,1,3,0.73,60.0,14,11,Night,12,60,57,85.5,81.5,89.3,97.0,95.0,89.29,High
S0352,17,Male,High,North,20,6,38.11114457424594,21.0,7,2,0.59,224.0,26,10,Evening,6,60,40,46.3,45.4,50.5,56.2,66.67,50.35,Low
S0164,20,Male,Medium,South,12,2,49.93654847643151,39.0,2,2,0.97,180.0,22,9,Evening,8,60,37,45.2,34.5,36.3,47.1,61.67,40.96,Low
S0204,17,Male,Medium,West,5,2,50.82571318808805,39.0,4,1,0.37,288.0,26,12,Morning,2,60,35,55.4,59.4,47.2,56.6,58.33,54.1,Low
S1054,17,Female,Medium,South,35,7,41.583347163802415,69.0,1,3,0.83,157.0,18,12,Night,2,60,50,77.3,64.9,76.3,68.0,83.33,71.73,Medium
S1365,23,Male,Medium,East,25,4,41.12882726420195,73.0,3,2,0.33,142.0,25,10,Morning,12,60,52,79.2,71.5,74.9,66.0,86.67,72.41,Medium
S1967,20,Male,Medium,South,50,8,33.86708687512147,79.0,1,3,0.42,151.0,16,3,Evening,10,60,59,100.0,96.2,88.4,85.5,98.33,91.41,High
S0496,23,Female,Low,East,7,9,39.1509234658223,78.0,2,3,0.98,198.0,20,14,Evening,3,60,37,56.6,30.4,40.1,57.4,61.67,46.65,Low
S1625,18,Male,High,South,53,8,61.918949156824965,39.0,2,1,0.57,109.0,20,5,Night,10,60,58,89.7,95.0,99.1,98.4,96.67,96.19,High
S1966,21,Female,Medium,North,51,2,51.89031176278264,73.0,1,1,0.93,132.0,26,9,Evening,2,60,56,87.5,93.1,98.1,92.9,93.33,93.42,High
S1963,19,Female,Low,North,45,8,,,1,4,0.6,,18,10,Evening,3,60,57,85.6,,95.3,96.9,95.0,93.62,High
S0611,21,Female,Low,South,10,2,35.153452151527375,46.0,4,2,0.89,123.0,27,16,Night,13,60,35,48.2,59.4,38.3,55.8,58.33,49.75,Low
S0433,21,Male,Low,East,23,6,38.923536546265275,11.0,2,1,0.85,308.0,16,9,Morning,13,60,42,47.6,40.1,45.8,38.4,70.0,42.8,Low
S1492,21,Female,Medium,East,54,7,39.2628959650976,16.0,3,4,0.81,244.0,13,7,Night,12,60,55,94.5,91.0,86.6,88.5,91.67,89.63,High
S0219,24,Female,High,West,19,9,58.25432109095078,58.0,3,1,0.93,231.0,21,10,Afternoon,14,60,35,40.4,59.5,57.3,41.3,58.33,49.56,Low
S1931,18,Female,Medium,West,50,5,51.476486270436425,48.0,7,3,0.36,219.0,15,3,Night,13,60,56,95.7,89.6,88.6,91.8,93.33,91.18,High
S1466,18,Male,Low,East,51,5,27.406050514229825,96.0,3,2,0.76,237.0,21,11,Evening,4,60,57,97.3,85.6,99.9,87.7,95.0,92.86,High
S0631,17,Male,Medium,West,9,8,46.54493665595251,52.0,2,4,0.8,260.0,19,8,Afternoon,11,60,43,59.8,37.3,57.5,41.1,71.67,49.0,Low
S1382,20,Female,Medium,West,25,7,45.01912936020994,42.0,1,3,0.49,137.0,21,10,Evening,10,60,54,71.4,67.2,77.8,69.8,90.0,72.0,Medium
S1302,19,Female,High,North,163,8,60.627487850530116,64.0,2,4,0.86,201.0,18,8,Afternoon,12,60,50,70.4,61.7,74.7,79.2,83.33,72.59,Medium
S0060,21,Male,Low,East,15,4,46.784766638853895,97.0,0,1,0.72,152.0,15,14,Morning,5,60,34,49.6,31.3,54.7,56.5,56.67,49.54,Low
S0299,21,Female,Medium,South,22,6,50.53149156379209,83.0,4,2,0.64,257.0,34,7,Morning,9,60,39,47.0,40.4,37.4,44.0,65.0,41.9,Low
S1711,18,Male,Low,South,51,3,43.820636986300144,25.0,2,3,0.9,107.0,20,6,Afternoon,9,60,57,88.8,88.1,89.0,85.9,95.0,87.85,High
S0074,18,Male,Medium,East,22,5,44.88907996051398,30.0,3,2,0.43,86.0,24,10,Morning,8,60,33,45.9,52.2,32.7,48.4,55.0,43.95,Low
S0163,24,Female,Low,West,12,9,39.753375929331966,76.0,2,3,0.88,152.0,24,9,Night,1,60,31,45.3,58.0,40.6,52.1,51.67,48.47,Low
S1275,17,Male,Low,North,26,1,28.882149365127987,86.0,5,1,0.45,186.0,13,13,Night,4,60,51,71.4,74.9,72.1,74.9,85.0,73.36,Medium
S1594,24,Male,Medium,West,59,6,61.529559276394565,38.0,3,2,0.91,139.0,15,10,Night,14,60,58,93.8,86.4,85.3,90.2,96.67,88.69,High
S1434,20,Male,Medium,West,58,6,49.419589406904414,12.0,6,2,0.35,99.0,17,11,Afternoon,12,60,58,86.4,82.7,98.0,86.0,96.67,89.02,High
S1613,18,Female,High,West,51,4,46.62794980545344,83.0,2,1,0.71,231.0,22,12,Evening,2,60,55,95.7,81.3,88.6,86.6,91.67,87.96,High
S0592,24,Female,Low,South,6,8,48.63970630852738,23.0,2,2,0.49,179.0,21,4,Night,4,60,42,44.9,54.0,51.9,38.0,70.0,46.75,Low
S0317,19,Male,Low,East,13,5,31.331416367191736,59.0,4,3,0.46,170.0,17,14,Evening,9,60,41,55.0,30.4,52.3,42.3,68.33,45.46,Low
S0046,20,Male,Medium,South,13,1,46.450637459593814,65.0,6,4,0.89,206.0,20,7,Afternoon,10,60,33,43.4,32.3,35.6,38.4,55.0,37.34,Low
S1720,18,Male,High,East,49,2,34.07539400687783,30.0,4,1,0.67,138.0,16,4,Night,6,60,58,89.9,95.0,99.0,90.1,96.67,93.71,High
S1832,22,Female,Medium,South,58,9,46.7099774841154,92.0,4,4,0.69,262.0,21,9,Morning,14,60,58,92.2,81.6,96.3,99.5,96.67,93.5,High
S0428,20,Female,Low,East,18,6,41.27324416048025,40.0,3,4,0.63,92.0,15,12,Afternoon,9,60,43,44.1,53.9,46.5,40.8,71.67,45.79,Low
S0582,17,Female,Medium,East,19,2,54.29409984790816,12.0,5,4,0.65,169.0,15,7,Evening,6,60,38,43.2,54.5,42.4,50.9,63.33,47.53,Low
S0077,20,Female,Medium,North,16,3,47.25761523111754,48.0,4,3,0.36,83.0,24,4,Evening,5,60,31,45.7,37.1,32.4,49.3,51.67,41.07,Low
S1917,20,Female,Medium,West,55,7,36.29052329466374,93.0,2,1,0.39,177.0,18,10,Evening,3,60,56,90.3,83.5,88.2,97.6,93.33,90.5,High
S1415,24,Male,High,North,57,5,46.646841365507456,53.0,8,4,0.54,219.0,19,9,Morning,3,60,59,93.9,83.5,94.3,97.9,98.33,93.14,High
S0781,17,Female,Low,South,6,8,46.07444374340893,43.0,5,2,0.79,190.0,19,14,Morning,6,60,33,52.3,43.4,49.6,48.0,55.0,48.42,Low
S1920,24,Male,Medium,North,59,7,36.29978682503287,93.0,1,3,0.96,147.0,15,4,Evening,10,60,55,98.9,80.2,91.3,95.1,91.67,91.74,High
S1174,24,Male,High,West,39,1,66.66884034816312,22.0,4,1,0.3,187.0,18,12,Morning,12,60,49,79.8,73.1,66.0,79.9,81.67,74.35,Medium
S1320,18,Male,Low,East,44,5,56.135213534583386,23.0,5,4,0.51,106.0,15,9,Afternoon,12,60,45,65.0,72.2,75.5,77.8,75.0,73.43,Medium
S0938,22,Female,Medium,North,28,2,42.849379639391366,51.0,5,4,0.87,123.0,22,11,Evening,5,60,52,74.6,62.8,77.4,70.8,86.67,71.94,Medium
S0031,21,Male,Low,South,22,3,43.18550930752483,35.0,3,2,0.58,173.0,26,8,Night,5,60,43,51.4,48.0,31.8,38.3,71.67,40.91,Low
S1092,21,Male,High,West,36,6,29.114968635918274,11.0,4,4,0.97,148.0,22,8,Night,1,60,49,79.4,67.3,71.6,79.1,81.67,74.55,Medium
S1616,21,Female,High,West,45,6,41.18958229922391,16.0,5,1,0.38,153.0,16,5,Morning,13,60,57,94.4,90.6,87.8,98.7,95.0,92.95,High
S1230,17,Female,Low,North,32,1,27.4889139412768,68.0,0,4,0.36,211.0,19,12,Evening,6,60,50,68.0,66.7,78.4,71.0,83.33,71.76,Medium
S0975,21,Female,Medium,North,25,7,64.82513063697877,64.0,2,1,0.81,170.0,24,12,Night,13,60,47,74.8,61.3,67.3,72.1,78.33,69.04,Medium
S1085,24,Female,High,North,29,6,25.614731630602463,52.0,2,3,0.84,121.0,15,14,Morning,14,60,50,70.3,70.1,71.7,79.3,83.33,73.38,Medium
S0515,18,Female,Medium,North,6,1,35.1446039927907,32.0,1,1,0.91,253.0,22,12,Night,8,60,41,42.6,33.0,59.3,53.9,68.33,49.08,Low
S1551,22,Female,Medium,North,47,1,46.89861217568384,30.0,1,3,0.96,215.0,15,11,Evening,9,60,56,96.6,92.9,92.7,94.8,93.33,94.15,High
S1568,18,Female,Medium,South,53,3,49.52849486452052,20.0,4,4,0.76,119.0,24,5,Morning,14,60,56,94.6,99.8,98.5,96.2,93.33,97.29,High
S1811,23,Female,Medium,South,55,6,29.34227661428484,36.0,7,3,0.82,193.0,18,6,Afternoon,7,60,57,88.6,86.2,92.0,87.9,95.0,88.93,High
S1574,22,Male,Medium,South,55,6,37.74819117643402,97.0,1,2,0.55,229.0,21,11,Night,10,60,57,97.4,93.3,98.9,90.5,95.0,94.96,High
S0045,20,Male,Low,West,14,1,24.81512135611362,69.0,4,4,0.41,108.0,16,12,Afternoon,2,60,32,43.1,44.1,58.5,41.5,53.33,47.44,Low
S1687,19,Male,High,East,48,3,44.53289639241496,66.0,4,4,0.93,177.0,24,20,Morning,9,60,58,98.2,89.8,89.5,94.9,96.67,92.92,High
S0169,23,Female,Medium,North,5,9,31.042107978075148,66.0,3,1,0.94,183.0,16,8,Evening,7,60,30,59.7,41.7,38.0,50.7,50.0,46.89,Low
S0304,22,Male,High,North,24,3,40.2873625929748,79.0,5,2,0.37,172.0,25,8,Evening,2,60,38,54.6,42.0,35.8,52.0,63.33,45.66,Low
S0991,24,Male,Medium,North,43,7,32.98787181106737,77.0,3,4,0.61,163.0,17,15,Morning,9,60,51,74.6,68.7,74.9,74.9,85.0,73.6,Medium
S0556,24,Female,High,East,8,1,51.98688813517043,25.0,2,3,0.56,113.0,17,10,Morning,2,60,32,51.8,59.2,42.6,35.9,53.33,45.75,Low
S1925,22,Female,Low,North,54,9,31.508333098492287,99.0,6,2,0.97,168.0,21,4,Evening,14,60,55,96.1,94.2,92.8,85.9,91.67,91.67,High
S0608,24,Male,High,West,10,5,29.728321434103524,41.0,3,1,0.72,202.0,15,15,Morning,4,60,31,52.8,47.3,40.7,50.4,51.67,47.35,Low
S1619,17,Female,Medium,South,57,9,55.13056988072154,46.0,5,2,0.53,152.0,21,11,Morning,10,60,55,85.9,85.0,85.7,88.0,91.67,86.29,High
S0758,19,Male,Medium,North,15,7,37.38644730191059,46.0,6,1,0.51,286.0,19,9,Afternoon,11,60,41,40.4,43.2,58.9,51.4,68.33,49.81,Medium
